QB_Rank_0,Player,QB_CMP_2,QB_ATT_3,QB_PCT_4,QB_YDS_5,QB_Y/A_6,QB_TD_7,QB_INT_8,QB_SACKS_9,QB_ATT_10,QB_YDS_11,QB_TD_12,QB_FL_13,QB_G_14,QB_FPTS_15,QB_FPTS/G_16,QB_ROST_17,Position,RB_Rank_0,RB_ATT_2,RB_YDS_3,RB_Y/A_4,RB_LG_5,RB_20+_6,RB_TD_7,RB_REC_8,RB_TGT_9,RB_YDS_10,RB_Y/R_11,RB_TD_12,RB_FL_13,RB_G_14,RB_FPTS_15,RB_FPTS/G_16,RB_ROST_17,WR_Rank_0,WR_REC_2,WR_TGT_3,WR_YDS_4,WR_Y/R_5,WR_LG_6,WR_20+_7,WR_TD_8,WR_ATT_9,WR_YDS_10,WR_TD_11,WR_FL_12,WR_G_13,WR_FPTS_14,WR_FPTS/G_15,WR_ROST_16,TE_Rank_0,TE_REC_2,TE_TGT_3,TE_YDS_4,TE_Y/R_5,TE_LG_6,TE_20+_7,TE_TD_8,TE_ATT_9,TE_YDS_10,TE_TD_11,TE_FL_12,TE_G_13,TE_FPTS_14,TE_FPTS/G_15,TE_ROST_16,DST_Rank_0,DST_SACK_2,DST_INT_3,DST_FR_4,DST_FF_5,DST_DEF TD_6,DST_SFTY_7,DST_SPC TD_8,DST_G_9,DST_FPTS_10,DST_FPTS/G_11,DST_ROST_12
,Jha'Quan Jackson (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frank Darby (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jacob Harris (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austin Trammell (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Racey McMath (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalen Camp (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kawaan Baker (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brandon Smith (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jordan Whittington (LAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ainias Smith (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drake London (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,315,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,93.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tayvion Robinson (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalen McMillan (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Simi Fehoko (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ramel Keyton (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jameson Williams (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Khalil Shakir (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,321,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,15.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalen Tolbert (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,322,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joseph Ngata (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mike Strachan (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DJ Turner (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tim Jones (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,326,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Michael Bandy (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jermaine Burton (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kearis Jackson (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,329,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wan'Dale Robinson (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malik Cunningham (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kayshon Boutte (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,332,0,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brian Thomas Jr. (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Javon Baker (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,John Metchie III (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyquan Thornton (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rakim Jarrett (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,337,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Troy Franklin (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Parker Washington (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,David Bell (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,340,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marvin Harrison Jr. (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ronnie Bell (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,342,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cornelius Johnson (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Xavier Worthy (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kevin Austin Jr. (NO),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyric McGowan (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dareke Young (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Montrell Washington (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ethan Fernea (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samson Nacua (NO),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Irvin Charles (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lance McCutcheon (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Raleigh Webb (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaden Davis (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dennis Houston (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kwamie Lassiter II (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kendric Pryor (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalen Nailor (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,358,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Danny Gray (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Velus Jones Jr. (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Christian Watson (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Michael Woods II (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyle Philips (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Xavier Weaver (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tay Martin (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bo Melton (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Justin Shorter (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalen Virgil (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Adonai Mitchell (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mitchell Tinsley (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A.T. Perry (NO),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dontayvion Wicks (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,372,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,7.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Johnny Johnson III (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Braylon Sanders (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Britain Covey (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,375,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hakeem Butler (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marquise Goodwin (FA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,377,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Patrick Edwards (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Willie Snead IV (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jordan Matthews (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kelvin Harmon (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenny McKinley (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mike Furrey (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nate Hughes (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maurice Purify (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marko Mitchell (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bobby Wade (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Henry (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Randall Cobb (FA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,389,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Demario Ballard (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rod Harper (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sam Giguere (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Justin Hardee Sr. (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,David Moore (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zach Pascal (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,395,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,John Ross (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tim Patrick (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isaiah McKenzie (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,398,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trent Taylor (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,399,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cooper Kupp (LAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brandon Powell (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,401,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keith Kirkwood (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,402,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trent Sherfield Sr. (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,403,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cam Sims (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KhaDarel Hodge (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,405,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malik Turner (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N'Keal Harry (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tre'Quan Smith (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,408,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cedrick Wilson Jr. (NO),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dante Pettis (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DJ Chark Jr. (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deontay Burnett (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,James Washington (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Byron Pringle (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Equanimeous St. Brown (NO),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daurice Fountain (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ray-Ray McCloud III (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,417,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Conley (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ty Montgomery II (FA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,419,2,3,9,4.5,11,0,0,1,7,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phillip Dorsett II (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,420,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamison Crowder (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,421,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
